"[""B""]",{1}{B},"Seekers' Squire","When Seekers' Squire enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",1,2,Creature — Human Scout
"[""B"",""R""]",{2}{B/R}{B/R},Murderous Redcap,"When Murderous Redcap enters the battlefield, it deals damage equal to its power to any target.
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)",2,2,Creature — Goblin Assassin
"[""R""]",{R}{R},Dual Strike,"When you cast your next instant or sorcery spell with converted mana cost 4 or less this turn, copy that spell. You may choose new targets for the copy.
Foretell {R} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",,,Instant
"[""W""]",{3}{W},Siegecraft,"Enchant creature
Enchanted creature gets +2/+4.",,,Enchantment — Aura
"[""U""]",{U},Whispers of the Muse,"Buyback {5} (You may pay an additional {5} as you cast this spell. If you do, put this card into your hand as it resolves.)
Draw a card.",,,Instant
"[""G""]",{2}{G},Ley Druid,{T}: Untap target land.,1,1,Creature — Human Druid
"[""B""]",{1}{B},"Liliana's Caress","Whenever an opponent discards a card, that player loses 2 life.",,,Enchantment
"[""R"",""W""]",{2}{R}{W},Sunhome Enforcer,"Whenever Sunhome Enforcer deals combat damage, you gain that much life.
{1}{R}: Sunhome Enforcer gets +1/+0 until end of turn.",2,4,Creature — Giant Soldier
"[""W""]",{2}{W},Aven Riftwatcher,"Flying
Vanishing 3 (This creature enters the battlefield with three time counters on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)
When Aven Riftwatcher enters the battlefield or leaves the battlefield, you gain 2 life.",2,3,Creature — Bird Rebel Soldier
[],{4},Opaline Bracers,"Sunburst (This enters the battlefield with a charge counter on it for each color of mana spent to cast it.)
Equipped creature gets +X/+X, where X is the number of charge counters on Opaline Bracers.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",,,Artifact — Equipment
"[""W""]",{1}{W},All That Glitters,"Enchant creature
Enchanted creature gets +1/+1 for each artifact and/or enchantment you control.",,,Enchantment — Aura
"[""B""]",{B},Foul-Tongue Shriek,Target opponent loses 1 life for each attacking creature you control. You gain that much life.,,,Instant
"[""R""]",{5}{R}{R},Tyrant of Valakut,"Surge {3}{R}{R} (You may cast this spell for its surge cost if you or a teammate has cast another spell this turn.)
Flying
When Tyrant of Valakut enters the battlefield, if its surge cost was paid, it deals 3 damage to any target.",5,4,Creature — Dragon
"[""G""]",{6}{G},Havenwood Wurm,"Flash (You may cast this spell any time you could cast an instant.)
Trample",5,6,Creature — Wurm
"[""W""]",{2}{W},Aerial Assault,Destroy target tapped creature. You gain 1 life for each creature you control with flying.,,,Sorcery
"[""G""]",{G},Crossroads Consecrator,"{G}, {T}: Target attacking Human gets +1/+1 until end of turn.",1,2,Creature — Human Cleric
"[""G""]",{G},Narnam Renegade,"Deathtouch
Revolt — Narnam Renegade enters the battlefield with a +1/+1 counter on it if a permanent you controlled left the battlefield this turn.",1,2,Creature — Elf Warrior
"[""R""]",{4}{R}{R},Pardic Dragon,"Flying
{R}: Pardic Dragon gets +1/+0 until end of turn.
Suspend 2—{R}{R}
Whenever an opponent casts a spell, if Pardic Dragon is suspended, that player may put a time counter on Pardic Dragon.",4,4,Creature — Dragon
"[""R""]",{4}{R}{R},Two-Headed Dragon,"Flying
Menace (This creature can't be blocked except by two or more creatures.)
Two-Headed Dragon can block an additional creature each combat.
{1}{R}: Two-Headed Dragon gets +2/+0 until end of turn.",4,4,Creature — Dragon
"[""B""]",{1}{B},Cabal Evangel,,2,2,Creature — Human Cleric
"[""B""]",{2}{B},Crow of Dark Tidings,"Flying
When Crow of Dark Tidings enters the battlefield or dies, mill two cards. (Put the top two cards of your library into your graveyard.)",2,1,Creature — Zombie Bird
[],{3},Strata Scythe,"Imprint — When Strata Scythe enters the battlefield, search your library for a land card, exile it, then shuffle your library.
Equipped creature gets +1/+1 for each land on the battlefield with the same name as the exiled card.
Equip {3}",,,Artifact — Equipment
"[""B""]",{1}{B},"Olivia's Dragoon","Discard a card: Olivia's Dragoon gains flying until end of turn.",2,2,Creature — Vampire Berserker
"[""U""]",{3}{U}{U},Persuasion,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)
You control enchanted creature.",,,Enchantment — Aura
"[""U""]",{1}{U},Hidden Strings,"You may tap or untap target permanent, then you may tap or untap another target permanent.
Cipher (Then you may exile this spell card encoded on a creature you control. Whenever that creature deals combat damage to a player, its controller may cast a copy of the encoded card without paying its mana cost.)",,,Sorcery
"[""U""]",{2}{U},Toils of Night and Day,"You may tap or untap target permanent, then you may tap or untap another target permanent.",,,Instant — Arcane
"[""B"",""U""]",{U}{B},Mask of Riddles,"Equipped creature has fear. (It can't be blocked except by artifact creatures and/or black creatures.)
Whenever equipped creature deals combat damage to a player, you may draw a card.
Equip {2}",,,Artifact — Equipment
"[""B"",""G""]",{3}{B},Mortipede,{2}{G}: All creatures able to block Mortipede this turn do so.,4,1,Creature — Insect
"[""R""]",{4}{R},Lightning Shrieker,"Flying, trample, haste
At the beginning of the end step, Lightning Shrieker's owner shuffles it into their library.",5,5,Creature — Dragon
"[""G""]",{G}{G}{G},Predator Ooze,"Indestructible
Whenever Predator Ooze attacks, put a +1/+1 counter on it.
Whenever a creature dealt damage by Predator Ooze this turn dies, put a +1/+1 counter on Predator Ooze.",1,1,Creature — Ooze
"[""R""]",{X}{R}{R},Magmaquake,Magmaquake deals X damage to each creature without flying and each planeswalker.,,,Instant
"[""G"",""W""]",{3}{G/W}{G/W},Old Ghastbark,,3,6,Creature — Treefolk Warrior
"[""U""]",{1}{U}{U},Cephalid Constable,"Whenever Cephalid Constable deals combat damage to a player, return up to that many target permanents that player controls to their owner's hand.",1,1,Creature — Cephalid Wizard
"[""U""]",{5}{U}{U},Sphinx Mindbreaker,"Flying
When Sphinx Mindbreaker enters the battlefield, each opponent mills ten cards.",6,6,Creature — Sphinx
"[""G""]",{1}{G},Tanglesap,Prevent all combat damage that would be dealt this turn by creatures without trample.,,,Instant
"[""U""]",{3}{U},Opal Lake Gatekeepers,"When Opal Lake Gatekeepers enters the battlefield, if you control two or more Gates, you may draw a card.",2,4,Creature — Vedalken Soldier
"[""U"",""W""]",{W}{U},Dramatic Rescue,"Return target creature to its owner's hand. You gain 2 life.",,,Instant
"[""U""]",{4}{U}{U},Archetype of Imagination,"Creatures you control have flying.
Creatures your opponents control lose flying and can't have or gain flying.",3,2,Enchantment Creature — Human Wizard
"[""G"",""W""]",,Tranquil Expanse,"Tranquil Expanse enters the battlefield tapped.
{T}: Add {G} or {W}.",,,Land
"[""R""]",{2}{R},Fateful End,Fateful End deals 3 damage to any target. Scry 1.,,,Instant
"[""B""]",{4}{B},Cairn Wanderer,"Changeling (This card is every creature type.)
As long as a creature card with flying is in a graveyard, Cairn Wanderer has flying. The same is true for fear, first strike, double strike, deathtouch, haste, landwalk, lifelink, protection, reach, trample, shroud, and vigilance.",4,4,Creature — Shapeshifter
"[""W""]",{1}{W},Fortified Rampart,Defender,0,6,Creature — Wall
"[""B""]",{3}{B},Gild,"Exile target creature. Create a Gold token. (It's an artifact with ""Sacrifice this artifact: Add one mana of any color."")",,,Sorcery
"[""G""]",{3}{G},Quarry Hauler,"When Quarry Hauler enters the battlefield, for each kind of counter on target permanent, put another counter of that kind on it or remove one from it.",4,3,Creature — Camel
[],{1},"Explorer's Scope","Whenever equipped creature attacks, look at the top card of your library. If it's a land card, you may put it onto the battlefield tapped.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",,,Artifact — Equipment
"[""B""]",{3}{B},"Erebos, Bleak-Hearted","Indestructible
As long as your devotion to black is less than five, Erebos isn't a creature.
Whenever another creature you control dies, you may pay 2 life. If you do, draw a card.
{1}{B}, Sacrifice another creature: Target creature gets -2/-1 until end of turn.",5,6,Legendary Enchantment Creature — God
"[""W""]",{2}{W}{W},Hillcomber Giant,"Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.)",3,3,Creature — Giant Scout
"[""G"",""R""]",{2}{R/G},Tattermunge Duo,"Whenever you cast a red spell, Tattermunge Duo gets +1/+1 until end of turn.
Whenever you cast a green spell, Tattermunge Duo gains forestwalk until end of turn. (It can't be blocked as long as defending player controls a Forest.)",2,3,Creature — Goblin Warrior Shaman
"[""B""]",{2}{B},Deadbridge Shaman,"When Deadbridge Shaman dies, target opponent discards a card.",3,1,Creature — Elf Shaman
"[""R""]",{R},"Chandra's Defeat","Chandra's Defeat deals 5 damage to target red creature or red planeswalker. If that permanent is a Chandra planeswalker, you may discard a card. If you do, draw a card.",,,Instant
"[""W""]",{1}{W},Hold at Bay,Prevent the next 7 damage that would be dealt to any target this turn.,,,Instant
"[""W""]",{3}{W},Faith Unbroken,"Enchant creature you control
When Faith Unbroken enters the battlefield, exile target creature an opponent controls until Faith Unbroken leaves the battlefield.
Enchanted creature gets +2/+2.",,,Enchantment — Aura
"[""G""]",{5}{G}{G},Jungle Weaver,"Reach (This creature can block creatures with flying.)
Cycling {2} ({2}, Discard this card: Draw a card.)",5,6,Creature — Spider
"[""B""]",{3}{B}{B},Final Parting,Search your library for two cards. Put one into your hand and the other into your graveyard. Then shuffle your library.,,,Sorcery
"[""B"",""R""]",{B}{R},Demonspine Whip,"{X}: Equipped creature gets +X/+0 until end of turn.
Equip {1}",,,Artifact — Equipment
"[""U""]",{U},Mystic Speculation,"Buyback {2} (You may pay an additional {2} as you cast this spell. If you do, put this card into your hand as it resolves.)
Scry 3. (Look at the top three cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",,,Sorcery
"[""U""]",{2}{U},Umara Raptor,"Flying
Whenever Umara Raptor or another Ally enters the battlefield under your control, you may put a +1/+1 counter on Umara Raptor.",1,1,Creature — Bird Ally
"[""U""]",{3}{U}{U},Soulblade Djinn,"Flying
Whenever you cast a noncreature spell, creatures you control get +1/+1 until end of turn.",4,3,Creature — Djinn
"[""U""]",{U},Cursecatcher,Sacrifice Cursecatcher: Counter target instant or sorcery spell unless its controller pays {1}.,1,1,Creature — Merfolk Wizard
"[""B"",""W""]",{1}{W}{B},General Kudro of Drannith,"Other Humans you control get +1/+1.
Whenever General Kudro of Drannith or another Human enters the battlefield under your control, exile target card from an opponent's graveyard.
{2}, Sacrifice two Humans: Destroy target creature with power 4 or greater.",3,3,Legendary Creature — Human Soldier
"[""U""]",{2}{U}{U},"Shapeshifter's Marrow","At the beginning of each opponent's upkeep, that player reveals the top card of their library. If it's a creature card, the player puts the card into their graveyard and Shapeshifter's Marrow becomes a copy of that card. (If it does, it loses this ability.)",,,Enchantment
"[""B""]",{1}{B},Shadows of the Past,"Whenever a creature dies, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{4}{B}: Each opponent loses 2 life and you gain 2 life. Activate this ability only if there are four or more creature cards in your graveyard.",,,Enchantment
"[""R""]",{R}{R},Increasing Vengeance,"Copy target instant or sorcery spell you control. If this spell was cast from a graveyard, copy that spell twice instead. You may choose new targets for the copies.
Flashback {3}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,Instant
"[""U""]",{2}{U},Drowner of Secrets,Tap an untapped Merfolk you control: Target player mills a card.,1,3,Creature — Merfolk Wizard
"[""W""]",{2}{W},Terra Eternal,All lands have indestructible.,,,Enchantment
[],{2},Leering Emblem,"Whenever you cast a spell, equipped creature gets +2/+2 until end of turn.
Equip {2}",,,Artifact — Equipment
"[""U"",""W""]",{W}{U},Meddling Mage,"As Meddling Mage enters the battlefield, choose a nonland card name.
Spells with the chosen name can't be cast.",2,2,Creature — Human Wizard
"[""G""]",{1}{G}{G},Witchstalker,"Hexproof (This creature can't be the target of spells or abilities your opponents control.)
Whenever an opponent casts a blue or black spell during your turn, put a +1/+1 counter on Witchstalker.",3,3,Creature — Wolf
"[""G""]",{3}{G},Ivy Lane Denizen,"Whenever another green creature enters the battlefield under your control, put a +1/+1 counter on target creature.",2,3,Creature — Elf Warrior
"[""G""]",{1}{G},Inscription of Abundance,"Kicker {2}{G}
Choose one. If this spell was kicked, choose any number instead.
• Put two +1/+1 counters on target creature.
• Target player gains X life, where X is the greatest power among creatures they control.
• Target creature you control fights target creature you don't control.",,,Instant
"[""B"",""G""]",{3}{B}{G},The Gitrog Monster,"Deathtouch
At the beginning of your upkeep, sacrifice The Gitrog Monster unless you sacrifice a land.
You may play an additional land on each of your turns.
Whenever one or more land cards are put into your graveyard from anywhere, draw a card.",6,6,Legendary Creature — Frog Horror
"[""R""]",{1}{R},Thunder Strike,Target creature gets +2/+0 and gains first strike until end of turn. (It deals combat damage before creatures without first strike.),,,Instant
"[""W""]",{3}{W},Kor Cartographer,"When Kor Cartographer enters the battlefield, you may search your library for a Plains card, put it onto the battlefield tapped, then shuffle your library.",2,2,Creature — Kor Scout
"[""W""]",{2}{W}{W},Celestial Kirin,"Flying
Whenever you cast a Spirit or Arcane spell, destroy all permanents with that spell's converted mana cost.",3,3,Legendary Creature — Kirin Spirit
"[""U""]",{2}{U},Halt Order,"Counter target artifact spell.
Draw a card.",,,Instant
"[""G""]",{3}{G}{G},Copperhoof Vorrac,Copperhoof Vorrac gets +1/+1 for each untapped permanent your opponents control.,2,2,Creature — Boar Beast
"[""U""]",{3}{U},Choking Tethers,"Tap up to four target creatures.
Cycling {1}{U} ({1}{U}, Discard this card: Draw a card.)
When you cycle Choking Tethers, you may tap target creature.",,,Instant
"[""U""]",{1}{U},Encase in Ice,"Flash (You may cast this spell any time you could cast an instant.)
Enchant red or green creature
When Encase in Ice enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",,,Enchantment — Aura
"[""W""]",{W},Mending Hands,Prevent the next 4 damage that would be dealt to any target this turn.,,,Instant
"[""B""]",{B},Changeling Outcast,"Changeling (This card is every creature type.)
Changeling Outcast can't block and can't be blocked.",1,1,Creature — Shapeshifter
"[""U""]",{1}{U},Peer Through Depths,Look at the top five cards of your library. You may reveal an instant or sorcery card from among them and put it into your hand. Put the rest on the bottom of your library in any order.,,,Instant — Arcane
"[""G""]",{1}{G},Loam Dweller,"Whenever you cast a Spirit or Arcane spell, you may put a land card from your hand onto the battlefield tapped.",2,2,Creature — Spirit
"[""U""]",{1}{U},Departed Deckhand,"When Departed Deckhand becomes the target of a spell, sacrifice it.
Departed Deckhand can't be blocked except by Spirits.
{3}{U}: Another target creature you control can't be blocked this turn except by Spirits.",2,2,Creature — Spirit Pirate
"[""U""]",{1}{U},Smoke Shroud,"Enchant creature
Enchanted creature gets +1/+1 and has flying.
When a Ninja enters the battlefield under your control, you may return Smoke Shroud from your graveyard to the battlefield attached to that creature.",,,Enchantment — Aura
"[""G""]",{1}{G},Greenside Watcher,{T}: Untap target Gate.,2,1,Creature — Elf Druid
"[""R"",""W""]",{1}{R}{W},Searing Meditation,"Whenever you gain life, you may pay {2}. If you do, Searing Meditation deals 2 damage to any target.",,,Enchantment
"[""R""]",{2}{R},Dwarven Hammer,"When Dwarven Hammer enters the battlefield, you may pay {2}. If you do, create a 2/1 red Dwarf Berserker creature token, then attach Dwarven Hammer to it.
Equipped creature gets +3/+0 and has trample.
Equip {3}",,,Artifact — Equipment
"[""B""]",{X}{B},Death Wind,Target creature gets -X/-X until end of turn.,,,Instant
"[""U""]",{4}{U}{U},Torrential Gearhulk,"Flash
When Torrential Gearhulk enters the battlefield, you may cast target instant card from your graveyard without paying its mana cost. If that spell would be put into your graveyard this turn, exile it instead.",5,6,Artifact Creature — Construct
"[""U""]",{5}{U},Citywatch Sphinx,"Flying
When Citywatch Sphinx dies, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",5,4,Creature — Sphinx
"[""R""]",{1}{R}{R},Hordeling Outburst,Create three 1/1 red Goblin creature tokens.,,,Sorcery
"[""R""]",{1}{R},Bladeback Sliver,"Hellbent — As long as you have no cards in hand, Sliver creatures you control have ""{T}: This creature deals 1 damage to target player or planeswalker.""",2,2,Creature — Sliver
"[""W""]",{2}{W},Kitsune Bonesetter,{T}: Prevent the next 3 damage that would be dealt to target creature this turn. Activate this ability only if you have more cards in hand than each opponent.,0,1,Creature — Fox Cleric
"[""B"",""R""]",{1}{B}{R},Blightning,"Blightning deals 3 damage to target player or planeswalker. That player or that planeswalker's controller discards two cards.",,,Sorcery
"[""B""]",{2}{B},Festergloom,Nonblack creatures get -1/-1 until end of turn.,,,Sorcery
[],,Gateway Plaza,"Gateway Plaza enters the battlefield tapped.
When Gateway Plaza enters the battlefield, sacrifice it unless you pay {1}.
{T}: Add one mana of any color.",,,Land — Gate
"[""U""]",{4}{U},Helium Squirter,"Graft 3 (This creature enters the battlefield with three +1/+1 counters on it. Whenever another creature enters the battlefield, you may move a +1/+1 counter from this creature onto it.)
{1}: Target creature with a +1/+1 counter on it gains flying until end of turn.",0,0,Creature — Beast Mutant
"[""R""]",{2}{R},Frilled Deathspitter,"Enrage — Whenever Frilled Deathspitter is dealt damage, it deals 2 damage to target opponent or planeswalker.",3,2,Creature — Dinosaur
[],,"Gods' Eye, Gate to the Reikai","{T}: Add {C}.
When Gods' Eye, Gate to the Reikai is put into a graveyard from the battlefield, create a 1/1 colorless Spirit creature token.",,,Legendary Land
"[""U""]",{U},Cerulean Wisps,"Target creature becomes blue until end of turn. Untap that creature.
Draw a card.",,,Instant
"[""B"",""U""]",{3}{U}{B},"Tezzeret's Betrayal","Destroy target creature. You may search your library and/or graveyard for a card named Tezzeret, Master of Metal, reveal it, and put it into your hand. If you search your library this way, shuffle it.",,,Sorcery
"[""U""]",{6}{U},Vizzerdrix,,6,6,Creature — Rabbit Beast
[],{2},"Veteran's Armaments","Equipped creature has ""Whenever this creature attacks or blocks, it gets +1/+1 until end of turn for each attacking creature.""
Whenever a Soldier creature enters the battlefield, you may attach Veteran's Armaments to it.
Equip {2}",,,Tribal Artifact — Soldier Equipment
"[""G""]",{1}{G},Devkarin Dissident,{4}{G}: Devkarin Dissident gets +2/+2 until end of turn.,2,2,Creature — Elf Warrior
"[""B""]",{4}{B}{B},Mephidross Vampire,"Flying
Each creature you control is a Vampire in addition to its other creature types and has ""Whenever this creature deals damage to a creature, put a +1/+1 counter on this creature.""",3,4,Creature — Vampire
"[""W""]",{3}{W},Rhox Veteran,"Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.)
Whenever Rhox Veteran attacks, tap target creature an opponent controls.",2,4,Creature — Rhino Soldier
"[""W""]",{1}{W},Ordeal of Heliod,"Enchant creature
Whenever enchanted creature attacks, put a +1/+1 counter on it. Then if it has three or more +1/+1 counters on it, sacrifice Ordeal of Heliod.
When you sacrifice Ordeal of Heliod, you gain 10 life.",,,Enchantment — Aura
"[""W""]",{5}{W},Banishing Stroke,"Put target artifact, creature, or enchantment on the bottom of its owner's library.
Miracle {W} (You may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.)",,,Instant
"[""B""]",{7}{B}{B},"In Garruk's Wake","Destroy all creatures you don't control and all planeswalkers you don't control.",,,Sorcery
"[""W""]",{2}{W},Territorial Hammerskull,"Whenever Territorial Hammerskull attacks, tap target creature an opponent controls.",2,3,Creature — Dinosaur
"[""W""]",{W},Shielded Passage,Prevent all damage that would be dealt to target creature this turn.,,,Instant
"[""R""]",{3}{R},Hammerheim Deadeye,"Echo {5}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
When Hammerheim Deadeye enters the battlefield, destroy target creature with flying.",3,3,Creature — Giant Warrior
[],{4},Lodestone Golem,Nonartifact spells cost {1} more to cast.,5,3,Artifact Creature — Golem
[],{2},Lesser Masticore,"As an additional cost to cast this spell, discard a card.
{4}: Lesser Masticore deals 1 damage to target creature.
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)",2,2,Artifact Creature — Masticore
"[""R""]",{1}{R},Goblin Elite Infantry,"Whenever Goblin Elite Infantry blocks or becomes blocked, it gets -1/-1 until end of turn.",2,2,Creature — Goblin Warrior
"[""W""]",{3}{W}{W},Saltblast,Destroy target nonwhite permanent.,,,Sorcery
"[""B""]",{2}{B},Xathrid Necromancer,"Whenever Xathrid Necromancer or another Human creature you control dies, create a tapped 2/2 black Zombie creature token.",2,2,Creature — Human Wizard
"[""R""]",{1}{R},Whipflare,Whipflare deals 2 damage to each nonartifact creature.,,,Sorcery
"[""B"",""W""]",{1}{W}{B},"Kaya's Guile","Choose two —
• Each opponent sacrifices a creature.
• Exile all cards from each opponent's graveyard.
• Create a 1/1 white and black Spirit creature token with flying.
• You gain 4 life.
Entwine {3} (Choose all if you pay the entwine cost.)",,,Instant
"[""B""]",{1}{B},Piper of the Swarm,"Rats you control have menace.
{1}{B}, {T}: Create a 1/1 black Rat creature token.
{2}{B}{B}, {T}, Sacrifice three Rats: Gain control of target creature.",1,3,Creature — Human Warlock
"[""U""]",{4}{U}{U},Arbiter of the Ideal,"Flying
Inspired — Whenever Arbiter of the Ideal becomes untapped, reveal the top card of your library. If it's an artifact, creature, or land card, you may put it onto the battlefield with a manifestation counter on it. That permanent is an enchantment in addition to its other types.",4,5,Creature — Sphinx
"[""G""]",{2}{G},Devotee of Strength,{4}{G}: Target creature gets +2/+2 until end of turn.,3,2,Creature — Naga Wizard
"[""U""]",{1}{U},Expel from Orazca,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Return target nonland permanent to its owner's hand. If you have the city's blessing, you may put that permanent on top of its owner's library instead.",,,Instant
"[""W""]",{W},Selfless Cathar,"{1}{W}, Sacrifice Selfless Cathar: Creatures you control get +1/+1 until end of turn.",1,1,Creature — Human Cleric
"[""W""]",{W},Usher of the Fallen,Boast — {1}{W}: Create a 1/1 white Human Warrior creature token. (Activate this ability only if this creature attacked this turn and only once each turn.),2,1,Creature — Spirit Warrior
"[""W""]",{W}{W}{W},Devout Lightcaster,"Protection from black
When Devout Lightcaster enters the battlefield, exile target black permanent.",2,2,Creature — Kor Cleric
"[""B"",""R"",""W""]",{R}{R}{W}{W}{W}{B}{B},Ruinous Ultimatum,Destroy all nonland permanents your opponents control.,,,Sorcery
"[""R""]",{3}{R},Lightning Javelin,Lightning Javelin deals 3 damage to any target. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),,,Sorcery
"[""G""]",{1}{G},"Melira, Sylvok Outcast","You can't get poison counters.
Creatures you control can't have -1/-1 counters put on them.
Creatures your opponents control lose infect.",2,2,Legendary Creature — Human Scout
"[""B"",""G""]",{7}{B}{G},Molderhulk,"Undergrowth — This spell costs {1} less to cast for each creature card in your graveyard.
When Molderhulk enters the battlefield, return target land card from your graveyard to the battlefield.",6,6,Creature — Fungus Zombie
"[""R""]",{1}{R},Skullcrack,"Players can't gain life this turn. Damage can't be prevented this turn. Skullcrack deals 3 damage to target player or planeswalker.",,,Instant
"[""B""]",{B},Asphodel Wanderer,{2}{B}: Regenerate Asphodel Wanderer.,1,1,Creature — Skeleton Soldier
"[""B""]",{1}{B},Blood-Chin Rager,"Whenever Blood-Chin Rager attacks, Warrior creatures you control gain menace until end of turn. (They can't be blocked except by two or more creatures.)",2,2,Creature — Human Warrior
"[""G""]",{1}{G}{G},Ravaging Riftwurm,"Kicker {4} (You may pay an additional {4} as you cast this spell.)
Vanishing 2 (This creature enters the battlefield with two time counters on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)
If Ravaging Riftwurm was kicked, it enters the battlefield with three additional time counters on it.",6,6,Creature — Wurm
"[""W""]",{3}{W},Scale Blessing,"Bolster 1, then put a +1/+1 counter on each creature you control with a +1/+1 counter on it. (To bolster 1, choose a creature with the least toughness among creatures you control and put a +1/+1 counter on it.)",,,Instant
"[""W""]",{1},Implement of Improvement,"{W}, Sacrifice Implement of Improvement: You gain 2 life.
When Implement of Improvement is put into a graveyard from the battlefield, draw a card.",,,Artifact
"[""R"",""U""]",{5}{U/R}{U/R},Call the Skybreaker,"Create a 5/5 blue and red Elemental creature token with flying.
Retrace (You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.)",,,Sorcery
"[""U""]",{2}{U}{U},Sakashima the Impostor,"You may have Sakashima the Impostor enter the battlefield as a copy of any creature on the battlefield, except its name is Sakashima the Impostor, it's legendary in addition to its other types, and it has ""{2}{U}{U}: Return this creature to its owner's hand at the beginning of the next end step.""",3,1,Legendary Creature — Human Rogue
"[""B""]",{2}{B}{B},Nihilistic Glee,"{2}{B}, Discard a card: Target opponent loses 1 life and you gain 1 life.
Hellbent — {1}, Pay 2 life: Draw a card. Activate this ability only if you have no cards in hand.",,,Enchantment
"[""R""]",{4}{R},Press into Service,"Support 2. (Put a +1/+1 counter on each of up to two target creatures.)
Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn.",,,Sorcery
"[""G""]",{3}{G}{G},Silverback Ape,,5,5,Creature — Ape
"[""B""]",{10}{B}{B},The Cauldron of Eternity,"This spell costs {2} less to cast for each creature card in your graveyard.
Whenever a creature you control dies, put it on the bottom of its owner's library.
{2}{B}, {T}, Pay 2 life: Return target creature card from your graveyard to the battlefield. Activate this ability only any time you could cast a sorcery.",,,Legendary Artifact
"[""W""]",{4}{W},Tireless Missionaries,"When Tireless Missionaries enters the battlefield, you gain 3 life.",2,3,Creature — Human Cleric
"[""B"",""W""]",{2}{W}{B},Blind Hunter,"Flying
Haunt (When this creature dies, exile it haunting target creature.)
When Blind Hunter enters the battlefield or the creature it haunts dies, target player loses 2 life and you gain 2 life.",2,2,Creature — Bat
"[""R"",""W""]",{2}{R}{W},Glory of Warfare,"As long as it's your turn, creatures you control get +2/+0.
As long as it's not your turn, creatures you control get +0/+2.",,,Enchantment
[],{1},Peregrine Mask,"Equipped creature has defender, flying, and first strike.
Equip {2}",,,Artifact — Equipment
"[""G""]",,Memorial to Unity,"Memorial to Unity enters the battlefield tapped.
{T}: Add {G}.
{2}{G}, {T}, Sacrifice Memorial to Unity: Look at the top five cards of your library. You may reveal a creature card from among them and put it into your hand. Then put the rest on the bottom of your library in a random order.",,,Land
"[""R""]",{4}{R},Canyon Lurkers,Morph {3}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.),5,2,Creature — Human Rogue
"[""W""]",{W},Apothecary Initiate,"Whenever a player casts a white spell, you may pay {1}. If you do, you gain 1 life.",1,1,Creature — Kithkin Cleric
"[""W""]",{4}{W},Shining Aerosaur,Flying,3,4,Creature — Dinosaur
[],,Evolving Wilds,"{T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.",,,Land
"[""G""]",{1}{G},Nest Invader,"When Nest Invader enters the battlefield, create a 0/1 colorless Eldrazi Spawn creature token. It has ""Sacrifice this creature: Add {C}.""",2,2,Creature — Eldrazi Drone
"[""G"",""R""]",{1}{G},Satyr Hedonist,"{R}, Sacrifice Satyr Hedonist: Add {R}{R}{R}.",2,1,Creature — Satyr
"[""W""]",{1}{W},Ashes of the Abhorrent,"Players can't cast spells from graveyards or activate abilities of cards in graveyards.
Whenever a creature dies, you gain 1 life.",,,Enchantment
"[""B"",""G"",""R"",""U"",""W""]",{W}{U}{B}{R}{G},Horde of Notions,"Vigilance, trample, haste
{W}{U}{B}{R}{G}: You may play target Elemental card from your graveyard without paying its mana cost.",5,5,Legendary Creature — Elemental
"[""W""]",{2}{W}{W},Hunted Lammasu,"Flying
When Hunted Lammasu enters the battlefield, target opponent creates a 4/4 black Horror creature token.",5,5,Creature — Lammasu
"[""W""]",{3}{W},Foot Soldiers,,2,4,Creature — Human Soldier
